State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
California,Santa Barbara,2012,366,225,138,3,0,0,0,136,67,47,0,0,274,4,88,0
California,Santa Clara,2012,366,248,112,6,0,0,0,122,67,45,0,9,168,0,189,0
California,Santa Cruz,2012,365,357,7,1,0,0,0,101,44,34,0,0,293,0,72,0
California,Shasta,2012,366,262,98,5,1,0,0,172,77,44,0,0,356,0,10,0
California,Siskiyou,2012,362,329,30,1,2,0,0,163,50,37,0,0,345,0,15,2
California,Solano,2012,366,264,97,5,0,0,0,140,65,41,0,8,231,0,127,0
California,Sonoma,2012,366,306,60,0,0,0,0,80,56,37,0,7,205,0,154,0
California,Stanislaus,2012,366,123,164,67,11,1,0,201,125,63,0,1,202,0,162,1
California,Sutter,2012,366,203,146,17,0,0,0,150,84,48,0,10,232,0,123,1
California,Tehama,2012,366,209,138,19,0,0,0,150,93,47,0,0,282,0,84,0
California,Trinity,2012,343,178,130,28,6,1,0,219,101,45,0,0,0,0,342,1
California,Tulare,2012,366,91,137,98,40,0,0,195,151,80,0,0,243,0,122,1
California,Tuolumne,2012,364,246,105,13,0,0,0,136,87,42,0,0,364,0,0,0
California,Ventura,2012,366,156,178,31,1,0,0,154,97,54,0,4,247,0,114,1
California,Yolo,2012,366,249,109,8,0,0,0,133,74,44,0,0,256,0,110,0
California,Alameda,2013,365,189,168,8,0,0,0,122,79,50,0,13,83,0,269,0
California,Alpine,2013,32,23,2,0,5,2,0,246,175,35,0,0,0,0,32,0
California,Amador,2013,365,301,62,2,0,0,0,108,61,38,0,0,365,0,0,0
California,Butte,2013,365,147,209,8,1,0,0,169,90,54,0,0,221,0,144,0
California,Calaveras,2013,364,248,114,2,0,0,0,119,64,45,0,0,229,0,135,0
California,Colusa,2013,364,250,112,2,0,0,0,126,63,41,0,0,151,0,208,5
California,Contra Costa,2013,365,210,152,3,0,0,0,115,69,46,0,6,119,1,239,0
California,Del Norte,2013,126,123,3,0,0,0,0,72,23,13,0,0,0,0,89,37
California,El Dorado,2013,365,222,120,23,0,0,0,147,90,45,0,0,362,0,3,0
California,Fresno,2013,365,53,173,114,25,0,0,197,147,87,0,1,215,0,143,6
California,Glenn,2013,361,244,116,1,0,0,0,101,64,44,0,0,207,0,154,0
California,Humboldt,2013,365,299,65,1,0,0,0,108,58,35,1,1,144,0,218,1
California,Imperial,2013,365,151,175,35,3,1,0,207,101,56,4,30,198,0,40,93
California,Inyo,2013,365,231,113,10,7,2,2,425,86,46,0,0,286,0,26,53
California,Kern,2013,365,35,194,104,31,1,0,218,148,89,0,0,177,0,185,3
California,Kings,2013,365,76,194,80,15,0,0,189,130,77,0,0,198,0,123,44
California,Lake,2013,364,355,9,0,0,0,0,80,44,33,0,0,362,0,2,0
California,Los Angeles,2013,365,22,243,75,25,0,0,197,140,77,0,21,176,0,165,3
California,Madera,2013,365,66,225,64,10,0,0,190,119,71,0,0,191,0,167,7
California,Marin,2013,365,254,109,2,0,0,0,124,61,40,1,6,80,0,278,0
California,Mariposa,2013,365,177,166,21,0,1,0,230,90,51,0,0,289,0,73,3
California,Mendocino,2013,331,275,56,0,0,0,0,79,59,28,0,0,54,0,113,164
California,Merced,2013,364,139,177,43,5,0,0,164,112,58,0,1,198,0,162,3
California,Mono,2013,365,311,43,6,1,0,4,3180,58,19,0,0,0,0,11,354
California,Monterey,2013,365,319,46,0,0,0,0,96,52,38,0,4,219,0,111,31
California,Napa,2013,365,218,144,3,0,0,0,119,70,44,0,4,129,0,232,0
California,Nevada,2013,362,207,134,21,0,0,0,140,91,48,0,0,337,0,25,0
California,Orange,2013,365,142,211,12,0,0,0,143,73,53,0,27,101,0,234,3
California,Placer,2013,365,182,166,13,4,0,0,161,84,51,0,6,211,0,148,0
California,Plumas,2013,119,65,39,13,2,0,0,162,113,42,0,0,0,0,119,0
California,Riverside,2013,365,34,195,98,36,0,2,455,151,87,0,0,198,0,117,50
California,Sacramento,2013,365,162,169,32,2,0,0,154,100,54,0,3,220,0,137,5
California,San Benito,2013,365,294,66,5,0,0,0,112,61,43,0,0,321,0,40,4
California,San Bernardino,2013,365,66,164,83,49,3,0,218,159,84,0,32,229,0,91,13
California,San Diego,2013,365,56,272,35,1,0,1,617,101,66,9,20,152,0,156,28
California,San Francisco,2013,365,254,109,2,0,0,0,133,65,38,0,57,85,0,223,0
California,San Joaquin,2013,365,122,210,24,9,0,0,157,99,57,0,0,88,0,261,16
California,San Luis Obispo,2013,365,103,247,15,0,0,0,136,90,59,0,0,174,3,155,33
California,San Mateo,2013,365,259,102,4,0,0,0,115,67,38,0,22,116,0,227,0
California,Santa Barbara,2013,365,237,124,4,0,0,0,122,64,46,0,2,254,4,101,4
California,Santa Clara,2013,365,206,151,7,1,0,0,152,80,48,0,4,154,0,207,0
California,Santa Cruz,2013,365,280,63,22,0,0,0,149,83,38,0,0,242,0,123,0
California,Shasta,2013,365,297,66,2,0,0,0,105,64,42,0,0,351,0,13,1
California,Siskiyou,2013,361,326,31,4,0,0,0,121,50,37,0,0,338,0,22,1
California,Solano,2013,365,230,124,11,0,0,0,132,73,44,0,3,180,0,182,0
California,Sonoma,2013,365,291,74,0,0,0,0,85,61,36,0,3,218,0,142,2
California,Stanislaus,2013,365,142,158,54,11,0,0,165,118,61,0,1,218,0,145,1
California,Sutter,2013,365,205,151,9,0,0,0,126,84,48,0,5,233,0,126,1
California,Tehama,2013,365,254,100,11,0,0,0,136,74,43,0,0,297,0,67,1
California,Trinity,2013,218,150,52,16,0,0,0,143,97,27,0,0,0,0,200,18
California,Tulare,2013,365,61,166,111,26,1,0,201,143,84,0,0,220,0,145,0
California,Tuolumne,2013,364,284,78,2,0,0,0,119,64,43,0,0,364,0,0,0
California,Ventura,2013,365,182,172,10,1,0,0,159,77,51,0,6,234,0,120,5
California,Yolo,2013,365,282,83,0,0,0,0,91,61,41,0,4,277,0,82,2
California,Alameda,2014,365,246,109,10,0,0,0,133,69,43,0,33,155,0,177,0
California,Alpine,2014,50,47,3,0,0,0,0,80,42,23,0,0,0,0,50,0
California,Amador,2014,359,263,86,10,0,0,0,133,80,42,0,0,359,0,0,0
California,Butte,2014,365,173,178,12,2,0,0,155,84,52,0,0,228,0,137,0
California,Calaveras,2014,361,264,93,4,0,0,0,115,71,44,0,0,279,0,82,0
California,Colusa,2014,365,243,122,0,0,0,0,99,63,44,0,0,159,0,205,1
California,Contra Costa,2014,365,234,126,5,0,0,0,133,67,45,0,1,172,0,192,0
California,Del Norte,2014,115,112,3,0,0,0,0,55,33,12,0,0,0,0,115,0
California,El Dorado,2014,365,223,96,43,3,0,0,161,105,45,0,0,355,0,3,7
California,Fresno,2014,365,74,167,91,33,0,0,197,148,81,0,0,231,0,131,3
California,Glenn,2014,365,289,75,1,0,0,0,105,59,41,0,0,259,0,93,13
California,Humboldt,2014,365,220,139,5,1,0,0,164,66,43,0,0,89,0,270,6
California,Imperial,2014,365,46,265,45,5,2,2,359,112,67,0,2,109,0,160,94
California,Inyo,2014,365,233,117,6,5,1,3,911,83,47,0,0,294,0,28,43
California,Kern,2014,365,32,173,117,42,0,1,307,154,97,0,0,230,0,127,8
California,Kings,2014,365,85,203,52,25,0,0,172,126,71,0,0,204,0,116,45
California,Lake,2014,357,335,22,0,0,0,0,93,48,37,0,0,352,0,4,1
California,Los Angeles,2014,365,24,234,79,26,2,0,205,143,80,0,19,172,0,170,4
California,Madera,2014,365,95,195,60,15,0,0,179,126,67,0,0,221,0,133,11
California,Marin,2014,365,261,103,1,0,0,0,107,61,43,0,6,59,0,300,0
California,Mariposa,2014,365,195,143,26,1,0,0,153,93,49,0,0,305,0,56,4
California,Mendocino,2014,365,292,73,0,0,0,0,95,58,38,0,0,166,0,198,1
California,Merced,2014,364,148,158,56,2,0,0,156,113,60,0,2,250,0,110,2
California,Mono,2014,365,333,20,1,3,2,6,2514,44,15,0,0,0,0,20,345
California,Monterey,2014,365,337,28,0,0,0,0,100,48,37,0,0,263,0,73,29
California,Napa,2014,365,214,151,0,0,0,0,88,65,46,0,0,74,0,291,0
California,Nevada,2014,365,214,117,33,1,0,0,163,100,46,0,0,358,0,7,0
California,Orange,2014,365,83,261,19,2,0,0,156,87,59,0,18,69,0,276,2
California,Placer,2014,365,168,169,23,4,1,0,240,97,52,0,2,244,0,119,0
California,Plumas,2014,127,72,42,10,3,0,0,156,103,41,0,0,0,0,127,0
California,Riverside,2014,365,19,190,122,32,1,1,537,150,93,0,0,205,0,96,64
California,Sacramento,2014,365,178,147,40,0,0,0,147,105,51,0,3,247,0,113,2
California,San Benito,2014,365,299,62,4,0,0,0,115,61,42,0,0,345,0,19,1
California,San Bernardino,2014,365,39,199,83,43,1,0,201,159,80,0,18,215,0,115,17
California,San Diego,2014,365,89,237,37,2,0,0,165,101,61,0,17,208,0,125,15
California,San Francisco,2014,365,309,56,0,0,0,0,97,54,34,0,71,136,0,158,0
California,San Joaquin,2014,365,159,172,33,1,0,0,152,99,54,0,2,224,0,133,6
California,San Luis Obispo,2014,365,138,213,14,0,0,0,126,87,55,0,0,179,0,172,14
California,San Mateo,2014,365,319,46,0,0,0,0,99,53,34,1,37,185,0,142,0
California,Santa Barbara,2014,365,223,135,5,2,0,0,159,64,47,0,2,247,1,107,8
California,Santa Clara,2014,365,268,89,7,1,0,0,154,70,41,0,27,200,0,137,1
California,Santa Cruz,2014,365,301,52,12,0,0,0,136,66,35,0,0,244,0,121,0
California,Shasta,2014,365,277,82,6,0,0,0,126,71,43,0,0,354,0,9,2
California,Siskiyou,2014,363,332,29,0,2,0,0,159,50,37,0,0,347,0,14,2
California,Solano,2014,365,254,108,3,0,0,0,124,67,43,0,1,172,0,192,0
California,Sonoma,2014,365,314,51,0,0,0,0,81,54,37,0,0,227,0,136,2
California,Stanislaus,2014,365,142,164,53,6,0,0,164,114,58,0,0,248,0,114,3
California,Sutter,2014,365,182,170,12,1,0,0,156,82,51,0,5,200,0,159,1
California,Tehama,2014,364,235,113,15,1,0,0,151,80,44,0,0,330,0,33,1
California,Trinity,2014,112,105,7,0,0,0,0,88,33,9,0,0,0,0,112,0
California,Tulare,2014,365,70,171,97,27,0,0,169,145,84,0,0,223,0,141,1
California,Tuolumne,2014,334,214,104,16,0,0,0,133,87,46,0,0,334,0,0,0
California,Ventura,2014,365,157,193,15,0,0,0,150,87,53,0,1,237,0,123,4
California,Yolo,2014,365,288,76,1,0,0,0,101,60,41,0,3,242,0,119,1
California,Alameda,2015,365,214,139,12,0,0,0,147,76,46,0,15,180,0,170,0
California,Alpine,2015,31,1,14,13,3,0,0,170,149,102,0,0,0,0,31,0
California,Amador,2015,364,283,73,8,0,0,0,140,67,41,0,0,364,0,0,0
California,Butte,2015,365,170,182,12,1,0,0,152,84,52,0,0,237,0,127,1
California,Calaveras,2015,365,245,98,18,2,1,1,320,90,45,0,0,274,0,91,0
California,Colusa,2015,365,229,130,4,2,0,0,191,70,46,0,0,154,0,208,3
California,Contra Costa,2015,365,258,99,8,0,0,0,147,67,44,0,7,213,0,145,0
California,Del Norte,2015,114,106,8,0,0,0,0,69,39,15,0,0,0,0,114,0
California,El Dorado,2015,365,239,102,22,2,0,0,166,93,44,0,0,350,0,5,10
California,Fresno,2015,365,60,203,78,23,1,0,205,136,80,0,0,227,0,133,5
California,Glenn,2015,365,257,108,0,0,0,0,93,67,44,0,0,243,0,99,23
California,Humboldt,2015,365,310,55,0,0,0,0,90,54,36,0,0,183,0,176,6
California,Imperial,2015,365,87,236,39,3,0,0,175,105,63,0,5,147,0,127,86
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,0,29,50
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,0,129,4
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,0,131,37
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,0,2,0
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,0,149,2
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,0,127,15
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,0,169,1
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,0,29,9
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,0,229,0
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,0,147,1
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,0,29,336
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,0,80,25
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,0,216,2
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,0,8,0
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,0,200,1
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,0,151,0
California,Plumas,2015,132,68,50,10,4,0,0,157,102,50,0,0,0,0,132,0
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,0,107,64
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,0,168,0
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,0,23,1
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,0,124,7
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,0,147,2
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,0,133,0
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,0,188,6
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,0,148,26
California,San Mateo,2015,365,327,37,1,0,0,0,101,51,32,1,40,230,0,94,0
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,0,106,5
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,0,163,0
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,0,111,0
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,0,11,0
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,0,17,2
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,0,157,1
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,0,94,3
California,Stanislaus,2015,365,127,190,43,5,0,0,187,112,59,0,0,202,0,154,9
California,Sutter,2015,365,194,163,8,0,0,0,119,84,49,1,2,233,0,129,0
California,Tehama,2015,365,231,115,18,1,0,0,153,87,45,0,0,311,0,52,2
California,Trinity,2015,68,68,0,0,0,0,0,49,22,9,0,0,0,0,68,0
California,Tulare,2015,365,50,217,78,20,0,0,170,143,78,0,0,206,0,154,5
California,Tuolumne,2015,364,264,89,11,0,0,0,126,77,43,0,0,364,0,0,0
California,Ventura,2015,365,183,169,13,0,0,0,126,84,50,0,4,226,0,131,4
California,Yolo,2015,365,236,125,4,0,0,0,103,75,44,0,2,230,0,133,0
California,Alameda,2016,366,239,112,13,2,0,0,154,74,44,0,15,214,0,137,0
California,Alpine,2016,24,22,2,0,0,0,0,65,47,22,0,0,0,0,24,0
California,Amador,2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0,0
California,Butte,2016,366,169,181,16,0,0,0,127,86,52,0,0,199,0,167,0
California,Calaveras,2016,366,232,112,22,0,0,0,150,87,44,0,0,280,0,85,1
California,Colusa,2016,366,272,94,0,0,0,0,91,64,43,0,0,248,0,99,19
California,Contra Costa,2016,366,287,76,3,0,0,0,143,59,40,0,2,223,0,141,0
California,Del Norte,2016,177,172,5,0,0,0,0,65,40,20,0,0,0,0,177,0
California,El Dorado,2016,366,222,101,31,12,0,0,172,105,45,0,0,365,0,1,0
California,Fresno,2016,366,92,169,80,25,0,0,190,140,74,0,1,217,0,136,12
California,Glenn,2016,362,259,103,0,0,0,0,91,61,43,0,0,210,0,143,9
California,Humboldt,2016,366,326,40,0,0,0,0,74,52,35,0,1,229,0,130,6
California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,0,90,130
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,0,16,37
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,0,128,7
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,0,133,49
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,0,2,0
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,0,157,2
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,0,134,15
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,0,131,0
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,0,80,16
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,0,167,4
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,0,138,3
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,0,19,347
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,0,63,41
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,0,197,1
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,0,7,0
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,0,162,1
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,0,121,1
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,0,355,0
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,0,97,59
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,0,140,0
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,0,14,0
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,0,116,9
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,0,138,0
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,0,166,0
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,0,217,3
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,0,75,42
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,0,220,0
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,0,72,35
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,0,161,0
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,0,111,0
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,0,3,0
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,0,20,0
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,0,155,0
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,0,64,4
California,Stanislaus,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,0,159,4
California,Sutter,2016,366,166,168,32,0,0,0,147,97,53,0,0,204,0,162,0
California,Tehama,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,0,40,1
California,Trinity,2016,167,116,51,0,0,0,0,96,70,38,0,0,0,0,167,0
California,Tulare,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,0,137,7
California,Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0,0
California,Ventura,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,0,127,7
California,Yolo,2016,366,293,69,4,0,0,0,115,61,40,0,1,281,0,83,1
California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,0,241,0
California,Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0,0
California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,0,145,2
California,Calaveras,2017,354,169,171,12,2,0,0,172,87,51,0,0,226,0,127,1
California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,0,130,33
California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,0,226,0
California,Del Norte,2017,298,270,26,0,1,1,0,226,49,20,0,0,0,0,298,0
California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,0,6,29
California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,0,116,13
California,Glenn,2017,365,284,74,7,0,0,0,150,59,43,0,0,207,0,115,43
California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,0,94,11
California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,0,100,92
California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,0,23,54
California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,0,99,13
California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,0,122,42
California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,0,10,2
California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,0,168,0
California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,0,107,15
California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,0,211,0
California,Mariposa,2017,365,190,135,31,9,0,0,179,101,49,0,0,257,0,108,0
California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,0,176,4
California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,0,149,2
California,Mono,2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,0,24,341
California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,0,75,58
California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,0,250,0
California,Nevada,2017,365,200,84,62,19,0,0,185,133,49,0,0,353,0,12,0
California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,0,142,3
California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,0,100,3
California,Plumas,2017,351,221,105,17,8,0,0,179,89,35,0,0,0,0,351,0
California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,234,0,92,38
California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,0,155,5
California,San Benito,2017,365,298,65,2,0,0,0,117,64,40,0,0,333,0,29,3
California,San Bernardino,2017,365,31,186,74,51,23,0,233,185,84,0,25,219,1,105,15
California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,0,120,0
California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,0,187,0
California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,0,149,15
California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,0,111,43
California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,0,183,0
California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,0,98,14
California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,0,148,0
California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,0,137,0
California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,0,11,0
California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,0,87,0
California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,0,163,0
California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,0,114,2
California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,0,128,8
California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,0,189,4
California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,0,63,0
California,Trinity,2017,203,100,92,6,1,2,2,498,90,51,0,0,0,0,203,0
California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,0,119,9
California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0,0
California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,0,107,8
California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,0,94,1
California,Alameda,2018,365,175,173,5,10,2,0,223,76,51,0,10,72,0,283,0
California,Amador,2018,364,288,70,6,0,0,0,129,71,40,0,0,364,0,0,0
California,Butte,2018,365,152,173,22,11,3,4,445,104,54,0,0,203,0,161,1
California,Calaveras,2018,364,148,196,14,6,0,0,157,87,53,0,0,141,0,223,0
California,Colusa,2018,365,245,92,10,17,1,0,274,81,42,0,0,176,0,155,34
California,Contra Costa,2018,365,203,144,7,9,2,0,245,71,48,0,1,107,1,256,0
California,Del Norte,2018,180,162,18,0,0,0,0,77,52,25,0,0,0,0,180,0
California,El Dorado,2018,365,222,106,27,9,1,0,203,101,45,0,0,353,0,3,9
California,Fresno,2018,365,84,183,79,19,0,0,185,133,74,0,3,231,0,121,10
California,Glenn,2018,363,275,72,9,6,1,0,230,69,36,0,0,154,0,136,73
California,Humboldt,2018,365,324,35,5,1,0,0,163,53,34,0,2,251,0,94,18
California,Imperial,2018,365,95,220,41,7,2,0,286,108,62,0,7,129,0,100,129
California,Inyo,2018,365,198,130,26,8,2,1,624,101,48,0,0,311,0,20,34
California,Kern,2018,365,65,170,103,27,0,0,190,142,84,0,0,246,0,106,13
California,Kings,2018,365,89,218,49,9,0,0,180,114,69,0,0,186,0,123,56
California,Lake,2018,357,347,7,1,1,1,0,208,43,33,0,0,344,0,11,2
California,Los Angeles,2018,365,35,222,89,18,1,0,201,130,77,0,32,175,0,157,1
California,Madera,2018,365,152,178,30,5,0,0,165,100,56,0,0,210,0,120,35
California,Marin,2018,365,294,58,3,9,1,0,218,58,36,0,22,135,0,208,0
California,Mariposa,2018,365,189,136,10,21,8,1,301,108,50,0,0,265,0,100,0
California,Mendocino,2018,364,289,54,13,6,1,1,314,64,37,0,0,151,0,209,4
California,Merced,2018,365,173,151,32,9,0,0,171,101,51,0,1,196,0,167,1
California,Mono,2018,365,279,57,14,11,2,2,994,84,23,0,0,0,0,218,147
California,Monterey,2018,365,319,39,5,2,0,0,155,52,38,0,1,212,0,93,59
California,Napa,2018,364,273,79,4,8,0,0,183,61,39,1,1,165,0,196,1
California,Nevada,2018,363,245,90,19,9,0,0,196,87,44,0,0,327,0,36,0
California,Orange,2018,365,196,151,15,3,0,0,157,85,50,0,25,190,0,147,3
California,Placer,2018,365,253,87,16,8,1,0,223,84,41,0,17,220,0,124,4
California,Plumas,2018,350,219,121,8,2,0,0,159,84,35,0,0,0,0,350,0
California,Riverside,2018,365,50,175,102,32,6,0,296,153,87,0,1,229,0,92,43
California,Sacramento,2018,365,161,169,22,8,4,1,314,100,54,0,1,202,0,157,5
California,San Benito,2018,365,294,60,11,0,0,0,143,61,41,0,0,321,0,43,1
California,San Bernardino,2018,365,43,168,96,51,7,0,221,164,88,0,20,215,0,126,4
California,San Diego,2018,365,73,257,35,0,0,0,143,100,64,0,1,202,0,162,0
California,San Francisco,2018,365,278,73,2,11,1,0,228,61,37,1,34,126,0,203,1
California,San Joaquin,2018,365,152,180,20,10,2,1,308,99,54,0,1,154,0,204,6
California,San Luis Obispo,2018,365,202,154,9,0,0,0,133,74,49,0,0,234,0,92,39
California,San Mateo,2018,365,295,57,3,10,0,0,185,56,36,0,22,138,0,205,0
California,Santa Barbara,2018,365,244,119,2,0,0,0,114,64,47,0,0,266,0,86,13
California,Santa Clara,2018,365,233,115,6,11,0,0,194,71,44,0,7,166,0,192,0
California,Santa Cruz,2018,365,331,24,5,5,0,0,170,50,36,0,0,221,0,144,0
California,Shasta,2018,365,277,67,15,6,0,0,190,82,43,0,0,343,0,21,1
